Ph,Turbidity,Temperature,Conductivity,Label
7.87,567.7013437,27.4450446,357.8425971,1
7.89,413.0862369,17.77114188,359.2582757,1
7.66,614.4044902,21.75422997,301.1449235,1
7.76,687.2045866,29.28987586,397.3113283,1
8.2,494.4155843,19.82414989,387.2720765,1
8.12,489.0897123,18.91157422,304.7358586,1
8.04,767.4153989,14.90262806,358.1946234,1
8.09,599.265206,26.82403612,303.8091797,1
7.1,728.9960974,29.78383957,302.9023001,1
6.69,447.0483341,19.74425867,345.5127845,1
7.48,701.6319712,29.60305944,286.375907,1
7.22,452.2729667,16.00522694,280.4499275,1
6.97,788.7312679,13.43643283,368.6008417,1
7.41,481.9808589,28.40623452,325.9710948,1
6.71,562.5112226,18.17618356,335.3471468,1
6.78,485.3247814,19.29167563,321.299958,1
8.25,799.1621503,16.83536079,276.3148549,1
6.91,677.6122216,13.77599124,310.0917144,1
6.5,478.3869612,12.02130512,348.5792132,1
8.31,413.9958151,17.70498178,362.270137,1
8.44,555.687066,19.86450319,300.9644456,1
6.68,519.8340486,10.84366774,317.8596156,1
6.6,568.2406972,28.66597546,329.3965164,1
8.32,696.0166281,11.96025246,283.5056236,1
6.8,472.3633205,17.19000212,323.8728379,1
7.38,559.0630167,13.68341346,319.5351041,1
6.51,410.5791239,24.17445501,348.5274805,1
6.84,711.017052,15.10071081,306.824854,1
7.01,634.226024,10.80372539,386.4916157,1
7.09,426.2493027,15.39954055,261.4676757,1
8.31,563.5308166,11.95711953,313.3536966,1
7.78,408.270645,18.36558898,333.2963443,1
8.22,511.5934155,10.20055637,312.0763377,1
7.29,778.3525172,22.32744493,289.9842959,1
6.98,410.3040928,23.68488498,370.1075952,1
7.69,597.7094618,22.71759805,383.93362,1
6.51,768.9169435,26.75753455,395.9138767,1
6.84,714.2830429,25.27855491,281.4724475,1
8.09,557.8358028,27.55161689,291.4748248,1
6.83,417.1149661,27.42697807,380.1179962,1
7.97,428.7283466,17.02243464,262.8756766,1
8.07,639.3100765,13.73559609,344.0466121,1
6.94,592.2311028,10.73374061,261.7601758,1
6.86,548.9773369,22.32404242,335.8679147,1
7.02,669.5297886,24.87304543,279.7786882,1
6.83,765.6014222,18.41950631,399.6755109,1
7.87,628.3000549,29.34033606,350.0467969,1
6.77,724.956775,12.66496097,257.5795234,1
8.12,758.718887,16.95605704,274.9006218,1
7.91,434.074099,17.69329489,259.7562702,1
7.76,483.5235307,23.42013099,338.7522205,1
7.72,660.8062639,14.25349039,367.4576746,1
7.02,483.0141267,13.4644313,294.8395699,1
7.2,790.8948476,12.88534278,331.1892575,1
7.02,671.4293872,11.26893128,265.4884064,1
7.36,695.2808578,16.88573839,318.4232438,1
8.35,434.1653635,25.71082485,263.1817933,1
6.72,642.7648137,15.31080347,251.6355288,1
6.67,466.5320067,12.74741012,273.0761172,1
6.98,676.9428041,20.39045131,394.6196711,1
6.85,588.1558686,24.99798505,296.6312392,1
6.78,702.8573717,26.09443796,277.3082763,1
8.16,732.0080924,22.48089052,366.4126615,1
7.53,671.059341,12.72540282,273.9423114,1
7.65,664.81521,25.47005952,294.5936415,1
7.57,702.1460438,13.99828658,373.9296911,1
8.04,594.1131024,26.42987401,269.3792017,1
8.22,685.8710184,24.68438563,269.6519679,1
7.67,443.3255448,19.66148596,313.1807928,1
6.91,690.0663312,20.61811737,331.2319234,1
8.34,486.9090552,22.47490477,313.364776,1
7.08,403.6214124,10.14841393,303.5761505,1
8.32,461.9207581,17.55198253,256.0911159,1
7.66,603.8724803,26.62547553,321.3036885,1
7.66,410.6651065,24.53203954,301.6753276,1
6.59,660.4851158,17.76350936,257.1756704,1
7.95,695.0147538,12.06506072,360.1375029,1
8.01,471.7144052,26.73971111,368.7748883,1
8.13,523.0356839,18.35891748,276.9213234,1
6.78,629.2210015,21.41285856,273.7374265,1
6.54,604.0073477,16.52104997,354.7885559,1
7.79,635.041033,10.53424543,372.0056472,1
8.29,519.8058511,10.36796335,391.1824667,1
7.66,405.8293639,10.15200462,305.1178302,1
7.52,774.6389813,10.7568962,265.0472989,1
6.98,747.8488904,18.656406,377.1264892,1
7.79,460.8219988,28.61477323,321.5880946,1
7.4,787.7200936,26.15310236,258.4346036,1
6.69,476.3040089,28.77764617,269.3432134,1
8.46,567.6269318,15.35475222,362.8218685,1
6.84,694.290942,23.43550181,369.4280775,1
6.57,760.8011268,11.79009931,384.5092703,1
7.7,417.3984474,14.56533597,376.3222132,1
7.27,560.3654995,19.33464781,366.8684431,1
7.5,649.1812034,19.06260068,347.4954555,1
8.35,580.439192,21.77947046,360.6513627,1
7.27,608.3648729,28.7078339,298.7025443,1
6.82,542.8346384,25.04852468,304.8715323,1
8.26,692.3960625,21.95615562,315.7809958,1
7.68,558.7106904,24.37667263,265.2203244,1
8.29,513.2222159,29.54082167,250.7398994,1
6.65,553.2080214,19.84056486,378.2181105,1
7.04,401.141783,24.18350932,297.9950855,1
7.46,435.7732729,23.99731975,340.0992113,1
8.44,699.2956641,23.57152597,351.6478834,1
7.09,469.3396154,19.40790083,374.327988,1
7.21,484.1249593,18.88731395,365.9927368,1
7.29,792.8232021,26.46477424,286.2236464,1
6.82,593.0658169,25.66919341,270.6729837,1
7.86,505.0167364,19.75365005,370.0098531,1
6.62,547.6870409,15.58541114,286.730318,1
8.07,720.0635933,15.05773428,297.2543897,1
6.89,636.0652356,22.98861761,393.2598119,1
7.53,498.5983045,19.84975981,339.6144569,1
6.68,594.4545959,24.72828464,394.5250525,1
7.91,642.612594,24.92788348,291.538446,1
7.14,484.4838945,16.18037963,344.4786638,1
8.3,720.0533482,27.55716187,320.8009514,1
8.41,474.5291109,24.57136954,320.4250113,1
7.94,680.3271167,27.02907482,318.738465,1
6.65,418.0058171,14.13047454,361.3692603,1
7.39,521.7353341,16.19448986,254.6833824,1
7.67,773.5107681,18.45790856,352.4058584,1
7.85,610.9340402,10.98297282,355.711915,1
8.39,713.3330181,26.15586311,338.5264973,1
8.27,431.9453013,19.03496229,362.999847,1
8.38,643.9046419,11.3350888,269.8492842,1
6.94,437.685843,26.61253148,357.3486192,1
7.88,415.0205077,17.0615637,290.1632229,1
8.29,690.4915112,23.1414093,306.3689347,1
8.37,587.8556414,26.23998148,284.6569614,1
6.69,457.5144183,26.68266191,323.1236291,1
7.75,625.7302541,23.4016395,284.3656255,1
7.66,683.5967825,28.49711181,306.6022465,1
7.71,700.1531843,19.82855554,339.3277817,1
6.61,405.4184334,22.17716564,254.9887828,1
7,669.3288976,12.30204423,374.3973512,1
8.36,408.5454924,23.58818485,298.902468,1
7.94,642.7104231,14.46957361,375.8070433,1
8.46,479.6156521,23.09924118,250.3128723,1
7.79,487.7308593,22.99274771,317.2124817,1
6.53,625.0591984,26.29056729,380.562638,1
6.51,730.0599011,15.99963959,281.3972054,1
7.52,582.0269287,15.212234,393.3570849,1
7.42,480.522087,28.06280681,323.1765665,1
7.29,602.0790092,18.78507154,303.2327971,1
7.99,479.2256441,22.98326508,322.558295,1
6.89,664.7954264,23.94645852,313.8678958,1
7.32,564.8429332,24.54756357,366.8906189,1
6.61,790.2942905,12.62915249,383.1538673,1
8.49,470.1977518,10.58842619,387.8753536,1
6.78,798.1432357,25.14718859,311.3505805,1
6.59,797.1075803,29.51631575,325.7613866,1
6.61,684.3237916,13.53046251,381.4337932,1
6.73,490.1778536,29.39144888,306.9456166,1
7.96,758.7600291,10.93333905,295.4281249,1
7.71,645.0170703,20.77896336,388.8466604,1
7.22,792.3997106,11.05045265,313.4618967,1
7.93,617.3619758,19.44148048,276.9533573,1
7.08,795.4535998,20.90650935,315.9199426,1
8.44,635.0944479,21.14317464,332.0768829,1
7.1,546.3135498,26.40895001,336.2667624,1
6.54,663.895454,17.260702,323.2121444,1
6.91,630.5500793,12.38078633,328.6050304,1
7.65,789.9609744,28.59350996,270.1521447,1
7.33,550.2562672,29.76936952,367.3799464,1
8.12,484.5017629,19.26053457,362.2847564,1
8,597.5437816,27.98601368,384.7736536,1
8.5,685.3177598,28.30008859,396.8421539,1
7.12,727.5130424,16.05669238,299.3431481,1
7.92,503.72267,22.73357738,385.9893343,1
7.77,480.3742875,28.5738791,333.657437,1
7.11,639.884826,20.41073474,302.6577389,1
7.39,711.7482721,28.37289494,334.3412366,1
7.7,788.0020282,17.99306039,327.9968762,1
8.29,440.317892,23.1230553,281.5186876,1
7.14,619.0670017,24.88678911,377.1291451,1
7.18,789.3610565,26.57055518,380.3284485,1
8.18,761.8930332,12.81351327,268.9277145,1
7.86,707.9042412,14.05187445,313.3228719,1
7.66,634.5997479,23.41322528,258.9172,1
6.73,402.9636815,26.37648103,263.7361175,1
6.77,647.7547396,26.65615817,324.1760179,1
7.31,617.5028778,11.43693733,254.9565706,1
6.61,761.1260197,27.2532842,268.5920354,1
8.3,543.8229543,24.96268261,375.8471649,1
8.25,724.1310421,19.57154642,331.7225213,1
6.55,764.0949321,13.31879739,294.8133085,1
7.55,554.0849084,24.02474441,266.6612323,1
7.07,607.1148476,13.93702596,386.0361596,1
8.31,550.8145209,14.42413221,250.845471,1
8.4,772.8611619,26.25583342,283.0879589,1
8.03,425.1269767,18.21748731,263.8559813,1
6.74,560.7383332,18.02600412,373.7318925,1
7.6,567.8502102,14.94940699,250.3420969,1
8.14,513.8408955,15.66830918,294.6495643,1
7.93,520.3795663,27.73238639,377.9828907,1
8.14,726.7568837,13.25935185,308.2319095,1
7.31,454.224798,19.40222526,336.2192711,1
6.69,530.5314909,23.12164999,281.2222799,1
6.96,494.8568106,14.41823214,274.2152588,1
8.47,698.2293836,21.18190347,374.3294793,1
7.28,437.4392291,10.13646436,265.6839156,1
7.34,628.5885772,26.57588034,392.8183573,1
7.39,629.0356123,17.52831294,349.9325184,1
7.8,458.4665127,28.51850179,280.4561654,1
6.59,566.7635729,28.44831808,312.4338267,1
7.67,485.8700929,21.05188723,387.0404133,1
8.16,756.8695802,12.45139314,331.6417674,1
7.23,744.314509,12.06425711,398.4925009,1
7.22,732.650804,29.58885835,296.9030941,1
7.64,738.3333098,25.09694907,303.7406208,1
7.58,646.9706044,13.04035854,363.6849361,1
7.28,563.5476833,24.17357884,284.0217311,1
7.16,514.3502548,14.50820206,266.7207604,1
7.18,485.2698728,10.06268916,317.4137112,1
6.96,781.1354867,25.68559007,383.9403827,1
7.38,550.8543879,13.22660262,385.7427043,1
7.06,656.3411168,24.27584385,370.8593191,1
8.38,774.0449229,15.27317608,369.7893178,1
6.81,575.7006423,19.73864721,324.2270614,1
6.86,583.1390217,14.94509898,375.7315684,1
7.88,510.7965377,21.67921648,316.8688722,1
7.03,560.3396728,20.14289967,348.7057312,1
8.5,440.7577261,26.49939298,387.5596781,1
6.57,664.6413672,18.15644308,312.4359485,1
7.82,578.651807,11.99635688,302.8754421,1
6.96,597.8930859,12.1932903,390.9597133,1
7.65,707.2557195,20.31172835,358.4228347,1
7.65,439.4934455,14.08102118,306.6906419,1
7.96,420.3478497,29.84323787,395.5729027,1
7.54,517.972475,28.49955319,394.6246707,1
6.85,669.4698347,18.96364407,379.1034857,1
8.16,506.1994076,15.63189982,255.9884095,1
7.74,671.2202733,24.9263482,337.9676695,1
7.26,403.7385938,13.66247277,309.2643657,1
7.51,530.0591027,17.93787976,333.5647188,1
7.89,534.7411298,18.53441958,304.6450457,1
8.03,619.9077491,21.90299713,361.3916542,1
7.33,585.5894962,25.3345413,346.7835943,1
7.93,748.7788194,16.75638911,372.4445628,1
8.16,789.734317,21.85573492,369.2369233,1
7.99,600.1861568,11.74854081,346.3364161,1
7.54,649.8287805,18.89843999,371.1149082,1
6.73,408.8390883,26.96628913,371.4626091,1
8.47,772.7772133,11.10010979,367.6328088,1
6.95,455.5206548,15.07118236,313.7037035,1
7.57,426.3435147,22.88807277,323.0456168,1
8.15,613.0510559,23.25360224,292.2056147,1
6.89,469.1640827,18.49558372,307.4227226,1
7.52,771.3178404,13.02594716,348.112082,1
8.17,584.7224832,18.66683648,289.9520408,1
8.2,638.9261267,11.46275727,352.6936355,1
7.62,407.1727828,24.13709281,329.4915386,1
7.86,746.1539001,21.49057668,251.5144048,1
7.55,699.0531843,12.85815149,345.8783042,1
7.94,662.6967824,11.32442003,281.6078536,1
7.69,499.9808939,26.73737112,304.8360129,1
7.95,460.1799563,21.13243178,328.8820438,1
7.91,421.5889669,14.27149706,263.149702,1
7.13,657.1472764,19.26789267,292.6706731,1
8.04,555.9782316,22.0207291,360.5108125,1
7.62,698.5904379,11.63635889,339.6131805,1
7.72,527.9843309,22.60151173,289.2513039,1
7.87,430.555751,11.43258143,320.4586471,1
6.51,596.7415861,25.03522869,348.5143687,1
7.31,525.803559,22.47335783,356.6923104,1
6.78,432.1655778,13.02825747,395.7406284,1
6.99,650.4104699,16.64436061,365.6254093,1
7.42,434.8310404,22.41102292,281.5486527,1
8.49,519.4134926,21.11900534,377.5408547,1
8,435.5181419,15.63639755,385.9328685,1
7.12,400.5252899,22.53387435,309.5627464,1
7.67,635.7980459,13.20978664,302.4090497,1
7.53,719.1155345,15.40778788,326.969146,1
7.7,766.9140472,17.57025126,279.3391798,1
7.46,446.2704444,12.65762628,327.5972149,1
7.46,455.5617492,25.09650823,386.8657353,1
7.9,437.586083,24.31414985,266.56394,1
7.14,702.4752087,17.99624978,261.1244155,1
7.02,496.2376759,29.19747878,363.7724032,1
7.98,667.9888829,21.20087282,260.6655085,1
6.98,556.9521916,23.94382463,364.1671983,1
6.74,632.4297721,28.27987819,311.3485428,1
8.33,789.4887442,14.54640572,388.7278139,1
7.7,604.1286969,26.78289173,303.2729854,1
6.76,665.9067671,27.88308333,358.125936,1
8.17,613.596826,27.73000428,361.8660052,1
7.26,403.8555473,17.86871712,295.2919347,1
7.05,724.7563129,25.85503881,354.627926,1
7.28,522.3387568,18.94977731,299.4324955,1
8.31,679.1921996,16.86426688,326.5902484,1
7.54,551.1786749,11.28154148,322.7807635,1
6.7,637.1448115,12.20545392,255.4411459,1
7.84,792.9277037,18.41994433,314.418444,1
6.92,753.4195959,13.9511458,381.9023932,1
6.8,661.7897383,24.74566617,314.3733869,1
7.96,512.9072018,10.19011915,283.8214483,1
8.42,655.5173133,19.701637,384.9163081,1
7.73,509.6619917,27.44121201,348.459718,1
8.09,546.6123556,10.28426853,337.2498425,1
7.84,511.3821942,10.18334707,352.3795789,1
6.63,602.0715222,16.39288781,304.0347524,1
8.04,732.169625,23.47437648,394.8142455,1
7.66,540.0594737,22.37136107,298.1448834,1
8.27,464.9509874,29.36407918,379.6485448,1
8.12,750.181307,21.34126936,337.2829393,1
8.29,652.5515742,23.48651249,321.2193882,1
6.61,645.5104721,27.77258433,295.5447314,1
6.65,531.1906093,15.54768986,327.6938872,1
7.24,466.2628703,27.38243866,377.6980678,1
6.55,550.8874833,16.16536232,316.5408192,1
6.52,679.9772328,20.32256695,280.4574017,1
6.79,793.1070003,29.07172213,295.4048938,1
7.58,691.9125525,28.33747152,308.7171972,1
6.96,786.5793564,14.91633363,329.6454041,1
6.81,610.603416,27.45757172,271.5200556,1
7.99,463.9751921,20.57193874,361.6577433,1
6.75,761.3629034,28.34428231,370.1464181,1
8.36,671.8758303,21.60544266,307.8425566,1
6.57,675.9148835,11.04844724,326.0273836,1
6.58,732.6743069,24.27704226,265.705904,1
7.75,435.7809446,15.06097361,351.202043,1
6.5,443.1925521,15.58637149,272.9114268,1
7.9,447.561838,24.38320549,395.5470997,1
8.31,763.7007066,15.49540224,297.0817828,1
8.35,602.7040051,11.79803817,293.8414198,1
8.43,467.4388279,14.27761001,346.7700466,1
8.27,621.7761933,23.80481801,282.4559794,1
7.21,591.970988,29.86840807,278.4573486,1
8.23,675.2728033,29.02195589,294.4220389,1
7.57,727.2924979,26.89442719,307.6536751,1
8.49,787.7617895,12.50333019,339.5076863,1
8.44,515.4103465,13.57258475,356.3731381,1
8.06,662.1521794,17.39872809,333.1368567,1
6.58,775.8504848,22.51870166,263.201883,1
8.17,471.4856745,20.7803714,296.8920274,1
6.7,491.2313504,29.92244153,299.9685856,1
6.9,798.2408216,10.76719919,387.2315945,1
7.23,782.6492904,25.18006338,319.105411,1
8.07,659.0411015,13.58231769,284.1009453,1
7.1,412.3310247,11.48759467,370.0780082,1
7.86,428.6135653,11.49381625,375.5733384,1
7.6,472.8178585,29.34703825,254.0641719,1
7.23,633.1130985,10.70024688,372.4381409,1
7.27,440.0724433,22.00533725,349.6566475,1
7,616.6106499,22.3915141,266.5804881,1
8.1,764.4109946,18.4918678,346.0354263,1
8.07,606.1175853,28.40039743,389.6374112,1
8.31,420.2151188,16.434708,274.4475117,1
6.69,530.2047167,13.84898738,304.8717385,1
6.91,745.4370132,20.29793012,351.5667824,1
8.09,511.8555081,17.82366104,298.2986141,1
8.33,733.1567379,22.7899913,281.4895947,1
7.39,564.2977619,27.60884508,356.7465239,1
7.52,575.3433732,17.13223426,278.2237179,1
7.78,404.3162331,12.77001081,381.0982169,1
8.3,617.7607487,15.4288443,298.1452283,1
7.11,590.4942401,11.78591339,337.0723521,1
6.73,648.6218773,19.58545721,341.6141117,1
6.93,713.3331264,11.46031162,341.9497539,1
8.36,622.6719129,22.5384374,381.5075886,1
7.41,576.4859171,10.05548007,283.3274242,1
7.16,645.5952532,19.68781353,296.7690443,1
6.68,485.355241,11.5725754,337.9016742,1
7.85,492.6226317,17.82649061,317.7058523,1
8.18,557.3224306,21.46793012,364.3648053,1
7.84,554.0423528,10.50754264,369.4075881,1
7,752.6195874,12.42781391,357.3638579,1
7.26,480.3851035,12.06203976,393.8352891,1
6.86,635.5204609,15.55149973,349.2560887,1
7.55,417.3242705,27.34559726,323.6795539,1
8,401.7679352,10.37295798,356.9674227,1
8.35,599.9893616,18.42934667,346.1061636,1
6.81,527.5224493,17.30618579,255.4689012,1
6.91,548.4249014,24.83897138,272.8435581,1
8.02,613.6913245,18.17230734,300.8276441,1
7.76,572.9554145,13.544255,360.2393553,1
7.73,712.0617869,19.73145081,385.6519401,1
6.95,770.1036058,12.36079207,311.6512712,1
7.74,768.9568389,28.16995491,266.652443,1
7.54,745.47565,25.71432183,398.447634,1
7.72,440.515657,10.23025792,312.4038962,1
6.93,656.9997649,24.48905861,375.6004995,1
8.25,787.2870329,23.89405193,270.9695325,1
7,415.0478865,27.17347731,314.162802,1
7.82,476.3113098,20.26431985,253.0993571,1
6.9,575.8531566,18.50013374,253.5478687,1
6.92,593.2175776,26.38728228,329.172665,1
6.81,595.2591976,20.22377535,277.2359332,1
7.92,579.7484137,27.8005158,397.9619665,1
7.82,774.8587847,10.37617021,311.9713326,1
6.73,474.9370847,10.08890338,368.7672326,1
7.34,417.6751104,25.39682286,264.5415157,1
7.3,690.3937002,12.10649784,398.6066848,1
6.82,714.5986314,14.86537568,282.9939697,1
6.9,664.5527409,26.76157723,268.2651678,1
7.89,483.519494,14.77386918,387.4492858,1
7.65,750.0411976,29.02290127,343.3052401,1
7.3,655.819598,20.20475425,317.2616506,1
7.63,785.7662473,25.75934094,291.7087503,1
6.59,531.286793,28.5987588,383.3297186,1
7.99,447.6689266,13.19432604,340.0283536,1
6.84,733.3701333,23.5830205,380.8280662,1
8.33,571.3520655,20.5464248,370.9979812,1
6.81,537.3826221,29.79135218,308.8087006,1
6.52,597.0924278,13.10056074,314.2098081,1
6.8,550.2493472,27.36121223,305.4899093,1
8.39,763.212258,26.75514369,316.2604704,1
6.62,485.2144589,26.62272205,372.1037977,1
7.19,575.7297396,12.87666753,346.8738138,1
7.54,715.4561121,24.13202263,348.8232045,1
7.35,516.5338656,27.40459775,345.0417217,1
6.99,570.8011579,19.97935659,336.9537087,1
6.56,552.9609852,26.40026904,290.7642525,1
8.1,565.7695565,26.41075208,256.9463883,1
7.76,731.1180638,18.6049758,365.5189738,1
7.4,723.0430635,21.8592938,325.2056939,1
8,730.2874016,18.13165365,373.9974276,1
7.04,478.4558722,10.49825838,380.3384539,1
7.48,750.9441663,11.15637378,378.0884992,1
7.94,583.6958614,12.2533196,251.1048703,1
8.45,560.869489,15.67744024,322.4989823,1
7.93,521.3492186,20.18813715,384.7168999,1
8.12,790.0106523,29.97359003,385.640651,1
7.4,770.6227021,18.69993414,300.3638648,1
6.71,635.4084024,15.08785425,354.4931294,1
8.29,473.0839732,29.67807654,284.9827696,1
6.55,431.0572933,15.98380416,365.3075464,1
7.61,781.0764014,14.83616388,286.4637968,1
8.1,438.2744355,10.44450842,318.3486097,1
7.81,626.7864527,19.48053262,353.2988024,1
6.68,464.8604373,15.35145746,359.4736007,1
7.58,781.8465593,14.78042243,300.4030253,1
8.07,602.8879842,17.83581068,251.3820828,1
8.35,525.2339538,22.35375828,376.9802129,1
7.94,512.7395746,11.36806273,333.9718905,1
6.83,500.0792822,27.50229088,303.2199461,1
7.63,664.0319988,13.73391927,289.2252807,1
8.33,705.9059526,22.43339192,358.9330525,1
8.27,663.9711768,23.17984764,250.7354661,1
7.48,763.8607308,16.06989252,376.6874821,1
8.46,585.2608057,16.533429,380.1265131,1
6.73,605.9047197,13.14015677,282.419909,1
6.53,566.5256896,17.47789503,323.7001685,1
8.28,735.0201579,25.88380579,298.0283285,1
7.17,670.1318294,28.05108673,275.7012935,1
7.58,551.179964,23.7882032,347.0738866,1
8.24,605.1102408,27.55538879,266.0301572,1
7.76,501.0400676,22.34969907,312.270085,1
7.61,461.7454402,14.44725008,306.2825087,1
7.98,729.6488739,27.53485719,320.1036749,1
8.33,471.4686791,17.38302835,361.8270483,1
8.48,437.6857292,29.41900587,382.8776476,1
7.68,716.5160764,11.36089176,356.7689754,1
7.24,643.1577566,26.06276578,345.4874841,1
8.48,552.5063968,18.42215414,386.1841604,1
6.73,677.9430792,20.58134933,285.8248853,1
8.42,607.8603959,14.52841029,385.1334252,1
7.15,452.2696837,27.19642771,331.2732172,1
7.04,541.0766949,22.61014099,253.4709714,1
6.84,783.2252051,17.22295689,309.0419091,1
8.33,618.8374664,16.63671549,315.4753507,1
8.12,432.7255194,22.58531326,298.8021474,1
7.64,715.9747523,29.09912307,388.1853812,1
7.66,471.9887335,15.49984049,289.3787655,1
7.34,481.1703885,17.41164347,321.6936223,1
6.86,740.8657511,29.10709051,301.09487,1
7.81,796.2907926,18.21655403,300.8016411,1
7.59,420.9081617,22.24018102,252.4930563,1
8.41,550.7028217,19.15484013,390.1272204,1
8.37,563.4065351,20.25948348,344.1274697,1
7.55,755.6956035,18.92380738,350.3985854,1
7.52,493.5765913,21.62574783,359.9422785,1
8.1,627.0571542,26.31146941,263.3000294,1
6.81,501.549676,10.42330102,326.5724907,1
6.7,711.421214,10.95285814,283.994974,1
7.49,736.9789688,28.29143588,311.7506909,1
8.44,666.4720076,22.58039547,350.986233,1
8.46,652.5841584,15.87714755,290.3508145,1
7.68,415.2194983,10.02376822,313.181144,1
8.22,473.6207285,29.19890241,346.1872124,1
8.07,734.0457761,14.12701331,371.0201528,1
6.59,470.4955158,29.89640036,384.653074,1
7.54,722.6976553,19.82553024,285.2710284,1
6.69,418.3910148,20.21432704,282.6282152,1
8.42,743.5903187,26.49681517,380.2648248,1
7.62,753.7654561,16.02626215,392.9813432,1
7.17,723.6212761,15.50350779,335.6931817,1
8.02,516.9217778,21.47480061,270.2344657,1
7.62,619.0932014,23.48221733,306.0738073,1
6.54,516.2328256,19.74019763,291.5451666,1
8.24,662.8416187,12.26110519,340.8775511,1
7.76,451.4346562,15.60469626,267.0310502,1
6.99,437.6717497,14.88138935,395.688205,1
7.13,438.3438418,12.16677534,394.3131849,1
8.19,796.7115769,11.69786779,261.796502,1
6.65,773.3012985,12.4018353,311.0207579,1
6.74,490.8727393,13.99419434,315.4381691,1
7.11,794.9420111,17.79854758,395.3689323,1
6.99,529.6435444,10.94443442,396.3200881,1
6.82,619.4083148,16.49849542,341.4532406,1
7.22,683.1989935,23.91884947,272.7469309,1
8.33,658.2592115,10.16801877,290.7002939,1
7.71,587.2690371,15.78446614,388.3454812,1
7.61,684.4168861,18.50225793,302.2357147,1
6.62,405.9628057,18.21629671,385.7007948,1
7.46,755.4824662,25.68166384,343.2636738,1
7.09,668.6748187,28.71743696,255.686933,1
7.2,428.6604716,23.68566501,325.9142714,1
7.57,758.4814586,21.29950804,389.18267,1
7.84,460.8526482,15.60783888,362.6563907,1
7.87,455.72195,25.12072277,369.6289413,1
6.71,530.4251904,26.48026993,343.2892687,1
7.3,429.9575527,22.33223148,347.259382,1
6.69,395.6073654,28.54498045,293.336919,1
7.08,391.8617448,15.32411507,287.85092,1
6.76,868.0393081,19.45172377,348.1399044,1
7.55,2.157629548,27.29493528,396.6976315,1
7.83,746.6478341,25.72629699,386.9474458,1
8.1,218.078155,23.11560942,387.4488654,1
8.33,775.3710683,22.06863608,340.4581771,1
8.07,525.7552778,13.52155159,397.8334526,1
7.06,550.3386896,26.62841718,337.4128341,1
7.77,510.6239084,28.15692497,288.1735441,1
8.08,920.9936794,24.56067069,362.0043288,1
7.18,785.7116092,16.65541501,275.9297439,1
8.42,758.3463917,24.09348643,334.6113567,1
7.63,599.6831493,18.63539636,313.5454205,1
6.83,576.4919198,21.44090497,289.7242379,1
8.39,555.7954104,22.43571649,376.2448754,1
8.24,478.1997232,22.17190487,334.6219089,1
8.32,638.2059374,28.93411104,267.955902,1
8.28,799.4692098,17.45145164,362.2616505,1
6.74,188.1632483,25.64074881,341.8704916,1
7.24,620.8477085,14.90456704,361.5085725,1
7.92,491.9516469,21.36494656,307.0775194,1
7.52,487.5747695,27.40166466,366.5627426,1
8.26,280.6146386,29.61729434,336.7668217,1
6.77,119.9445025,18.93916086,326.8320693,1
7.79,453.8794506,11.30270171,308.3644355,1
7.69,140.354692,29.38230302,263.3043692,1
8.23,970.7266578,26.64164978,330.7461804,1
7.63,469.7231587,21.15044787,326.6644311,1
8.36,956.2816897,22.93521178,388.4402222,1
7.54,906.7261197,16.64879291,394.4476072,1
8.07,88.27138487,29.48953727,332.0981023,1
7.47,91.62407872,12.55268734,286.0471699,1
8.49,576.7716972,11.76913504,352.0927754,1
7.75,558.9930933,13.26132785,262.1636947,1
7.31,94.57811081,23.94632594,351.4445377,1
7.97,433.111035,10.16999556,387.0137662,1
7.41,760.9655913,18.0708278,252.6650734,1
7.56,780.7953818,15.87322253,265.4821887,1
7.61,929.3132301,25.86109291,276.3687134,1
7.48,204.8238332,29.0487738,279.8849886,1
6.9,715.857737,22.6334261,292.8956977,1
7.22,127.4463417,27.35164407,320.349547,1
7.53,142.3906829,25.45212566,391.0779683,1
7.48,84.04759727,25.66030411,264.4445574,1
7,444.5649322,15.32354629,255.6050313,1
6.75,663.896938,19.94851741,377.9686709,1
7.18,391.585054,13.82066457,293.3809359,1
8.07,948.2662851,21.22613438,324.4685183,1
8.41,8.589596926,21.95244046,258.5018671,1
8.11,353.3790034,26.81131509,364.6904033,1
7.36,508.5388285,15.16602103,293.3928275,1
7.75,381.9728235,12.47636917,323.6721251,1
8.14,5.935973105,14.55162693,279.5781943,1
7.03,495.5236348,11.65016066,322.5857781,1
6.85,865.8957983,13.63774527,319.0239185,1
8.05,161.2124972,24.45700037,365.8641659,1
6.88,530.5977848,22.76246477,256.7440742,1
8.44,364.7167677,11.30759676,359.6318384,1
7.48,787.1620593,20.75969778,312.2219713,1
8.03,11.53899599,28.46304175,310.896826,1
7.11,755.7207393,28.01626885,347.8789453,1
7.46,922.6403801,21.199268,296.9770945,1
7.04,345.5560746,29.14651248,360.4967603,1
7.17,806.055774,29.57470729,378.8124937,1
8.48,14.31715924,21.33323018,258.3580108,1
8.15,968.6910749,20.79051903,398.8309025,1
7.01,454.1777026,26.85642959,334.2715524,1
7.86,306.636917,16.80857374,306.950817,1
6.6,143.9929962,16.29125902,296.7521246,1
6.51,210.8671697,25.28398148,382.3501524,1
7.18,383.5519896,28.83253958,263.3419037,1
